"성별","연령","주택가격","거주형태","총납입료 합계","사기여부"
1,45,1235,12,5940318,"N"
2,45,5254,12,62763926,"N"
1,45,6847,12,26611724,"N"
1,45,7826,99,93199998,"N"
1,45,38333,20,4066200,"N"
2,45,23472,20,50561545,"N"
1,45,25921,11,25954478,"N"
1,45,11986,12,11772567,"N"
1,45,8333,20,19944573,"N"
2,45,28466,20,62432631,"N"
2,45,5725,12,8226636,"N"
1,45,31805,20,30643892,"N"
2,45,16666,20,31718996,"N"
1,45,22222,20,8132842,"N"
2,45,7638,20,32207039,"N"
2,45,12666,30,5834893,"N"
1,45,16666,30,59231663,"N"
2,45,8206,12,41132871,"N"
2,45,8333,30,67844658,"Y"
1,44,23194,20,445200,"N"
2,44,12979,12,8488248,"N"
2,44,9166,20,19194080,"N"
1,44,25000,20,1791000,"N"
2,44,32222,20,62393956,"N"
1,44,8205,12,3328335,"N"
1,44,18333,20,23083736,"N"
2,44,14444,30,19291719,"Y"
1,44,27222,20,3448850,"N"
2,44,7222,30,31601928,"N"
1,44,30555,20,7109088,"N"
2,44,20000,20,31064510,"N"
2,44,14985,20,112587501,"N"
2,44,21527,20,26381972,"N"
2,44,14583,20,31197050,"N"
2,44,68055,20,14025272,"N"
1,44,45555,20,984792484,"N"
2,44,15598,50,5713410,"N"
2,44,11498,20,30274220,"N"
2,44,16111,20,23643884,"N"
1,44,20972,20,13644200,"N"
1,44,31666,20,35153076,"N"
2,44,6111,30,5771130,"N"
2,44,14444,30,173144566,"N"
1,44,17443,20,275200,"N"
2,44,9722,20,3845895,"N"
2,44,26636,13,3906015,"N"
2,43,2439,11,57157010,"N"
2,43,35555,20,10413559,"N"
2,43,13194,20,30513973,"N"
2,43,48711,11,13668659,"N"
1,43,2639,13,20325900,"N"
2,43,24722,20,47530270,"N"
2,43,25555,20,11539074,"N"
2,43,17777,20,45640505,"N"
1,43,9277,12,86451871,"N"
2,43,29525,12,48045438,"N"
2,43,15138,20,13697440,"N"
2,43,26250,20,69773000,"N"
2,43,8888,20,7228816,"Y"
2,43,4395,13,13106807,"N"
2,43,14229,30,11617534,"N"
2,43,52505,20,9961108,"N"
2,43,27638,20,54915459,"Y"
2,43,20972,20,29041817,"N"
1,43,11666,20,20008880,"N"
1,43,45000,20,55494458,"N"
2,43,25833,20,26063097,"N"
2,43,4315,12,12196689,"N"
2,43,19027,30,106941095,"N"
1,42,5618,11,13073363,"Y"
2,42,11531,40,6471704,"Y"
2,42,38333,20,9502299,"N"
1,42,47777,20,12179812,"N"
1,42,15694,20,4400000,"N"
2,42,27114,12,7912524,"N"
1,42,20833,20,4072904,"N"
2,42,31666,20,2039700,"N"
1,42,34305,20,30771934,"N"
2,42,24166,20,24502558,"N"
2,42,33026,11,121600,"N"
1,42,23619,40,604020,"N"
2,42,9207,40,105224370,"N"
2,42,10138,20,4208953,"N"
1,42,4444,20,13250970,"N"
2,42,19790,40,12683818,"N"
1,42,17916,20,8960536,"N"
1,42,66041,11,15335711,"N"
1,41,23888,20,15256153,"N"
2,41,22777,20,18481560,"N"
1,41,13750,20,14925073,"N"
1,41,5807,40,327648316,"N"
2,41,20425,99,2354838,"N"
1,41,28888,20,23107505,"N"
1,41,22222,20,17726665,"N"
1,41,9861,30,10617565,"N"
2,41,17916,20,3561075,"N"
2,41,33472,20,3466071,"N"
2,41,13364,12,6744272,"N"
2,41,23888,20,13766408,"N"
2,41,8526,12,7748202,"N"
1,41,32777,20,44305388,"N"
1,41,15555,20,10543905,"N"
2,41,33750,20,55432424,"N"
2,41,10587,12,21641378,"N"
2,41,29583,30,16553508,"N"
2,41,4861,30,1224742,"N"
2,41,17222,20,13492873,"N"
1,40,14064,11,3852744,"N"
1,40,24822,11,17435918,"Y"
2,40,28472,20,14149325,"N"
2,40,79583,20,4084000,"N"
2,40,8308,13,14958307,"N"
2,40,14027,20,19602174,"N"
2,40,20742,11,2221408,"N"
1,40,3141,12,6586764,"Y"
2,40,12222,20,128038025,"N"
1,40,7590,30,6187912,"N"
1,40,3888,20,15754759,"N"
2,40,10694,20,4278582,"N"
2,40,7445,12,20371198,"N"
2,40,6869,12,2844350,"Y"
2,40,38888,20,2971600,"N"
1,40,26527,20,16985388,"N"
2,39,5555,20,12861336,"N"
2,39,52083,20,45370500,"N"
1,39,5320,99,23284248,"N"
2,39,2889,12,3113274,"N"
1,39,29305,20,41734113,"N"
2,39,20408,20,9671455,"N"
2,39,17222,20,11666314,"N"
2,39,11527,20,15331578,"N"
2,39,8178,12,30332079,"N"
2,39,33472,20,12245164,"N"
2,39,16666,20,4315676,"N"
2,39,9027,20,9750498,"Y"
1,39,18623,12,5400000,"N"
1,39,9828,12,60620,"N"
2,39,18888,30,3660613,"N"
1,39,16715,11,43694264,"N"
2,39,9732,12,30529075,"N"
2,39,9891,99,20400397,"N"
2,39,7562,40,17888548,"N"
2,39,2638,30,7907086,"Y"
1,39,21111,20,5276100,"N"
2,39,7337,11,14550929,"N"
2,39,13333,20,15370828,"N"
2,38,4722,20,14163349,"N"
1,38,11388,20,17167218,"N"
2,38,14027,20,10207800,"N"
2,38,14305,20,24554570,"N"
1,38,9484,11,3175190,"Y"
2,38,10138,20,11713836,"N"
1,38,6527,20,12847730,"N"
1,38,5998,40,9757421,"N"
2,38,14583,20,9895713,"Y"
2,38,13692,11,4836569,"N"
1,38,2351,12,28120634,"N"
2,38,15555,20,14084290,"N"
2,38,27222,20,5217290,"N"
1,37,3530,40,913500,"N"
2,37,15270,99,40812647,"N"
2,37,12083,20,39960356,"N"
1,37,2444,11,40715871,"Y"
2,37,16352,12,17256237,"N"
1,37,7361,30,17214586,"N"
2,37,27222,20,1217980,"N"
1,37,15972,20,6165780,"N"
2,37,29444,20,13745032,"N"
1,37,8673,40,21553244,"N"
1,37,17777,30,1782000,"N"
1,37,0,20,54670597,"N"
2,37,16944,20,24649231,"N"
1,37,138894,11,114949259,"Y"
2,37,47638,20,29062676,"N"
1,37,7156,50,5406307,"N"
1,37,38888,20,274221829,"N"
1,36,9335,30,21684666,"N"
1,36,13226,40,60880,"N"
2,36,14027,20,18091681,"N"
2,36,7777,30,22691450,"N"
1,36,14722,30,10531312,"N"
2,36,4677,13,76271522,"N"
1,36,40138,20,3987993,"N"
2,36,19077,20,14720513,"N"
2,36,12361,20,3827133,"N"
1,36,1171,12,4893034,"N"
2,36,26944,20,35938358,"N"
1,36,9861,20,6030185,"N"
2,36,2504,11,3943865,"N"
1,36,9466,99,30997967,"N"
2,36,8333,20,21639853,"N"
2,35,11388,20,3469151,"N"
1,35,5416,30,10691450,"N"
2,35,4861,30,10172091,"N"
2,35,19444,20,2671200,"N"
2,35,12222,20,4592555,"N"
1,35,20555,20,32892875,"N"
2,35,16805,20,20921471,"N"
1,35,5694,20,47713967,"N"
2,35,6388,20,2924722,"N"
1,35,20694,20,19538610,"N"
1,35,12978,40,2705884,"N"
2,35,24444,30,12457519,"N"
2,35,37222,20,14638198,"N"
2,35,19041,30,1861733,"N"
1,35,8333,20,27846440,"N"
2,35,8954,30,7666079,"N"
1,35,21666,20,44000000,"N"
2,34,16250,30,21843686,"N"
1,34,15624,40,650400,"N"
2,34,1583,12,15954331,"N"
1,34,24305,20,1895234,"N"
2,34,19166,20,13665000,"N"
2,34,45277,20,5892579,"N"
2,34,23333,20,21975854,"N"
2,34,10071,30,6461448,"N"
1,34,30416,30,8453117,"N"
2,34,23055,20,16390926,"N"
1,34,7991,12,30460558,"N"
2,34,22361,20,53618344,"N"
1,34,33750,20,37264588,"N"
2,33,8051,99,24940882,"Y"
2,33,16666,20,18186105,"N"
1,33,21527,20,12055025,"N"
2,33,13055,30,3813120,"N"
2,33,6250,20,642000,"Y"
2,33,18888,20,23607750,"N"
1,33,17777,20,3494400,"N"
2,33,10659,11,2567048,"N"
2,33,11944,20,15934507,"N"
2,33,19166,20,124350365,"N"
2,33,11805,30,2475757,"N"
1,33,6901,40,31720535,"Y"
2,33,3236,12,983484,"N"
2,33,21111,30,4178100,"N"
2,33,26944,20,11158890,"N"
1,33,5000,20,700000,"N"
1,33,17777,20,20211819,"N"
2,32,24524,13,38507817,"N"
1,32,5000,12,4313954,"N"
2,32,2333,11,15261066,"Y"
2,32,22638,20,18809906,"N"
1,32,10742,40,7004472,"N"
1,32,32222,20,33723708,"N"
2,32,46805,20,1531800,"N"
2,32,3885,13,6152471,"N"
2,31,12905,12,18122155,"N"
1,31,9027,20,12248732,"N"
1,31,11357,20,8236830,"N"
1,30,40277,20,153533715,"N"
1,31,37058,11,3938265,"N"
2,31,8719,50,39635142,"N"
1,30,14326,40,14073918,"N"
2,30,3417,12,24832272,"N"
2,30,20448,12,23872141,"N"
1,30,10694,20,3786931,"N"
2,30,8750,20,15280611,"N"
2,30,20972,20,319520,"N"
2,30,13472,20,3205393,"N"
2,30,4949,13,4844282,"N"
2,30,62222,20,15127098,"N"
2,30,14583,20,1302135,"N"
1,30,50694,30,96566027,"N"
2,29,12916,30,13438155,"N"
2,29,1297,30,9533508,"N"
1,29,9124,70,17221026,"N"
1,29,30000,30,4760000,"N"
2,28,22222,30,27365172,"N"
2,28,7991,12,8321652,"N"
1,28,1935,12,1945484,"N"
2,28,8113,11,5950512,"Y"
1,28,9861,30,3952440,"N"
2,28,22137,20,9389364,"N"
1,27,4444,30,11295161,"N"
2,27,5279,12,43015458,"N"
2,27,7358,11,4200000,"N"
1,27,9852,11,1551390,"N"
1,26,3861,12,1980000,"N"
1,26,15965,11,7811882,"N"
2,26,14444,20,5521058,"N"
1,26,5500,40,7928513,"N"
2,26,56067,11,49776971,"Y"
1,26,9583,20,10593097,"Y"
1,25,23611,20,41314751,"N"
1,25,13333,20,27756449,"N"
2,25,10555,30,24637576,"N"
1,25,7459,40,225116,"Y"
1,24,3775,40,14116962,"N"
1,24,12500,30,2861898,"N"
1,24,11944,30,32600,"N"
2,24,6650,40,1775474,"N"
2,24,13611,20,4068731,"N"
2,23,4445,12,4366032,"N"
1,23,11805,20,26883090,"N"
1,22,10555,20,1040911,"N"
2,21,4365,12,3491391,"N"
1,19,9027,20,6370600,"Y"
2,19,4249,12,896000,"N"
2,70,37500,20,228473060,"N"
2,69,7916,20,57697520,"N"
2,69,9032,12,6841080,"N"
2,69,3976,13,30968556,"N"
1,64,2041,11,68680840,"N"
1,64,11527,20,36977396,"N"
1,62,10102,40,53790653,"N"
2,62,17083,20,43196507,"N"
2,61,5416,20,27639612,"N"
1,60,11504,11,16517402,"N"
2,60,13055,20,932202,"N"
2,59,7180,11,13428799,"N"
2,58,10416,30,1547935,"N"
1,58,14456,99,170297972,"N"
2,58,9305,30,12569120,"N"
1,58,39362,11,6826050,"N"
2,57,33888,20,90599973,"N"
2,56,6607,99,15001307,"N"
1,56,20565,99,44440136,"N"
2,56,7562,99,28427008,"N"
1,56,13430,40,16725792,"N"
1,54,23760,20,17033305,"N"
2,54,5277,30,3058550,"N"
2,54,1733,13,96243464,"N"
2,54,10075,99,109557460,"N"
2,54,27361,20,11698710,"N"
2,53,9027,20,25814629,"Y"
1,53,16399,30,6250460,"Y"
1,53,9027,20,8371650,"Y"
2,53,12308,40,23619709,"N"
2,52,5398,13,15355860,"N"
2,52,20833,20,129480001,"N"
2,51,31805,20,19800000,"N"
2,50,10277,30,31042431,"N"
1,50,18055,20,85444139,"N"
1,50,4135,11,394800,"Y"
1,50,10097,13,40079728,"N"
2,50,19444,20,9876048,"N"
2,49,7222,20,4200900,"Y"
2,49,10225,40,15952969,"N"
1,49,9027,30,26919217,"N"
1,49,6250,20,1384486,"N"
1,48,20972,20,22344885,"N"
1,48,12222,20,14419184,"N"
2,47,15676,12,110070243,"N"
1,47,14722,20,5288586,"N"
1,47,10833,20,51332454,"N"
2,47,16626,20,56031287,"N"
1,46,10497,11,31654542,"N"
2,46,29838,20,59548621,"N"
1,45,2512,11,2667679,"N"
2,44,16111,20,3830400,"N"
2,44,45694,20,46606731,"N"
1,44,30416,20,5139882,"N"
1,43,16211,12,6555648,"Y"
2,43,9713,12,10892921,"N"
2,42,17777,20,13618420,"N"
1,42,12777,20,26629196,"N"
1,42,17233,40,56378608,"N"
1,41,23786,20,20726560,"N"
2,41,22638,20,17262964,"N"
1,40,17916,20,19263622,"N"
1,40,11776,12,48249495,"N"
2,39,10777,12,15493958,"N"
2,39,41944,20,10364597,"N"
1,39,9183,40,6091813,"N"
1,39,17222,20,10646869,"N"
2,38,27361,20,12667287,"N"
2,37,29838,20,3330193,"N"
2,37,5416,20,1078700,"N"
1,37,13665,40,7611084,"N"
1,37,10333,12,64908,"N"
2,36,7581,30,13603685,"Y"
1,36,7185,12,25752529,"N"
2,36,33333,20,14118373,"N"
2,36,21111,20,3002400,"N"
1,35,5608,12,44609456,"N"
2,35,10833,30,6413056,"N"
2,35,1995,12,1374688,"N"
1,35,0,11,16260386,"N"
2,35,19638,20,15495997,"N"
1,34,14027,20,6577134,"N"
1,34,9444,30,4260800,"N"
1,33,8458,40,5632449,"N"
1,33,11409,40,3100700,"N"
2,33,27222,20,9407689,"N"
1,31,10000,20,8482121,"N"
1,29,5138,30,625726,"N"
2,24,15416,20,4102159,"N"
2,38,9583,30,60003884,"N"
1,55,11463,11,5237038,"N"
2,52,13663,40,23738880,"N"
2,31,4279,11,5437385,"N"
2,38,9300,13,26306328,"N"
1,52,14276,40,21344990,"N"
1,35,9916,99,98324718,"N"
2,37,7691,11,22911454,"N"
1,57,6414,40,22287574,"N"
2,49,25514,12,6249772,"N"
1,33,6250,30,12223384,"N"
1,18,31666,20,22679960,"N"
2,33,15833,20,26406456,"Y"
1,49,19393,11,59341083,"N"
2,39,15351,40,76370619,"N"
1,41,23333,20,39920022,"N"
1,43,21805,20,3600000,"N"
2,38,10277,30,11458271,"N"
1,47,30416,20,40201625,"N"
2,37,23055,20,7965141,"N"
2,36,16250,20,36675796,"N"
1,41,49583,20,38443188,"N"
2,36,18472,20,2643130,"N"
1,37,20555,20,8072193,"Y"
2,37,1322,12,7257259,"N"
2,68,13637,11,18756514,"N"
2,63,13333,20,5033400,"N"
2,56,11527,20,31045321,"Y"
1,35,7962,12,25200000,"N"
1,47,52222,20,20851885,"N"
1,59,1301,11,10374716,"N"
2,49,4444,20,13901566,"N"
1,30,14861,20,540000,"N"
1,56,15186,40,3751490,"N"
2,37,9825,20,4609828,"N"
1,55,24722,20,18358729,"N"
2,39,18611,20,43643104,"N"
2,56,7638,20,21897461,"N"
1,30,18333,20,16475292,"N"
2,56,18888,20,120028779,"N"
2,37,12222,30,20602118,"N"
2,53,30833,20,11907656,"N"
1,37,15540,40,2728001,"N"
1,47,46666,20,47077535,"N"
1,22,36666,20,48188,"N"
2,30,10000,30,59635824,"N"
1,43,23055,20,3817610,"N"
2,57,11666,20,4018431,"N"
2,33,18055,20,22491976,"N"
1,39,8027,11,29108100,"N"
1,47,18055,20,1102072,"N"
2,41,7777,20,15090728,"N"
2,38,29027,20,34767409,"N"
1,39,21250,20,35659866,"N"
1,36,2117,12,4652039,"N"
2,56,4861,30,6327961,"N"
2,47,9409,11,6052365,"N"
2,33,13888,20,13612137,"N"
2,51,13097,99,2054985,"N"
1,59,8987,12,22513382,"N"
1,38,9722,20,1144270,"N"
2,56,19444,30,7949812,"N"
2,42,11570,40,3925200,"N"
2,42,16111,20,732500,"N"
2,33,30138,20,1987900,"Y"
2,51,20833,20,12386625,"N"
2,42,6805,20,50608645,"Y"
1,50,17777,20,7618890,"N"
1,32,5000,30,8912663,"N"
2,36,6666,20,17767146,"N"
1,44,27500,20,12370934,"N"
1,53,1756,11,3607850,"N"
2,35,17916,20,5051280,"Y"
2,57,13333,30,27470012,"N"
2,68,5864,11,5695600,"N"
1,41,10044,40,73008219,"N"
2,50,22777,20,9801238,"N"
2,36,34296,11,4084242,"N"
2,52,26752,12,85307353,"N"
2,34,15138,20,3760000,"N"
2,29,12840,11,20982233,"N"
1,28,6111,30,1277861,"N"
2,43,1733,13,1708116,"N"
1,37,23333,20,5757344,"N"
1,34,25277,20,7806240,"N"
2,37,6746,11,15358848,"N"
2,49,23888,20,13626219,"N"
2,31,10138,20,4707042,"N"
1,33,109583,20,4049433,"N"
2,62,16388,20,13449178,"N"
2,35,26944,20,616900,"N"
1,32,4305,20,11452057,"N"
2,33,6960,12,6982431,"N"
1,33,8472,30,6031835,"Y"
1,38,42222,20,2994000,"N"
1,57,19444,20,34283790,"N"
2,35,20332,12,4100000,"N"
2,65,25833,30,15551202,"N"
2,46,9166,20,18772880,"N"
2,61,13194,30,21876107,"Y"
1,41,18194,20,11728232,"N"
1,32,9166,20,13758187,"Y"
1,40,16666,20,7960270,"N"
2,68,4027,20,5940000,"Y"
2,35,12767,13,19231801,"N"
2,57,6863,12,97626076,"N"
2,43,20000,20,5139736,"N"
2,39,6450,11,2045250,"N"
2,26,10496,11,8484422,"N"
1,47,15660,12,51463057,"Y"
1,38,22222,30,35598240,"N"
2,57,12916,20,36309068,"N"
2,37,15375,99,12743679,"N"
2,71,17083,20,3089520,"N"
1,42,38611,20,41320254,"N"
2,43,22222,20,11891628,"N"
1,36,6609,12,8505320,"N"
2,40,8750,20,12080991,"N"
2,78,3228,12,4170000,"N"
2,51,1435,13,5976485,"N"
2,47,6227,12,15288084,"N"
2,66,4960,99,14459980,"N"
2,48,7681,40,5373612,"N"
2,42,7049,40,6129822,"Y"
2,64,17819,11,19531407,"N"
2,36,24444,20,33779246,"N"
2,42,29760,12,5178692,"N"
1,34,9069,40,15019900,"N"
2,39,39066,20,24350785,"N"
2,68,12284,30,8233216,"N"
2,32,2172,11,11223006,"N"
1,33,15000,20,4175850,"N"
2,70,4751,12,7344410,"N"
2,36,20277,20,33301606,"N"
2,52,23114,11,19994871,"Y"
2,36,18055,20,31314428,"N"
2,51,12083,30,5754702,"N"
2,33,9406,99,42071429,"N"
2,37,6388,20,7369696,"N"
2,34,98616,11,14711024,"N"
2,76,1696,13,4120200,"N"
2,34,8014,11,2678882,"N"
2,64,3596,13,3588480,"N"
2,65,9583,30,5567310,"N"
2,54,19722,20,2890888,"Y"
1,34,14444,20,10284344,"N"
2,13,8472,30,520820,"N"
1,37,30137,40,2142605,"N"
2,54,8505,11,79244870,"N"
2,51,2583,11,4356250,"N"
2,40,14449,12,3035250,"N"
2,49,32916,30,72563695,"N"
1,40,9166,20,934150,"N"
2,31,16111,30,1179723,"N"
2,49,10322,99,57355335,"N"
1,36,19166,20,23882280,"N"
2,37,19027,20,3321000,"N"
2,47,12777,20,22805643,"N"
2,32,29608,20,39777555,"N"
1,36,23285,99,1607660,"N"
2,33,24722,20,2909582,"Y"
2,35,14444,20,9390681,"Y"
2,43,6881,40,5951990,"N"
2,68,9861,20,4873800,"N"
1,34,12829,11,12728662,"N"
2,32,11600,12,14720559,"N"
2,49,15278,12,9241649,"N"
1,41,5268,12,13438214,"N"
2,45,20555,20,5827360,"N"
1,67,15000,30,13614012,"N"
2,35,33611,20,8548480,"N"
1,42,37777,20,61453786,"N"
2,34,35138,20,11179525,"N"
2,58,6820,12,20505918,"N"
2,34,9583,20,4645862,"N"
2,61,10930,12,28357592,"N"
2,27,22222,20,5345603,"N"
2,58,4439,99,1206150,"N"
2,35,6024,50,21871896,"N"
1,73,2484,11,15929014,"N"
1,54,12222,20,59984853,"N"
1,38,20942,12,5465641,"N"
2,53,9369,40,9987993,"N"
2,62,2845,12,23875631,"N"
2,33,9648,12,8140600,"N"
2,37,27261,20,9411154,"N"
2,42,6370,12,26038552,"N"
2,38,12777,20,5654400,"N"
2,60,2846,11,19265112,"N"
2,45,9027,30,27443868,"N"
1,52,5807,40,25238128,"N"
2,43,19027,20,2804229,"N"
1,50,22777,20,23566122,"N"
2,45,13611,20,1066176,"Y"
2,30,26497,11,6081894,"N"
2,40,13333,20,12971562,"N"
2,45,10522,11,16607176,"Y"
2,48,20555,20,14471145,"N"
2,29,17184,40,21599067,"N"
2,60,4972,40,9968000,"N"
2,36,22222,20,12913250,"N"
1,53,18376,20,1900000,"N"
1,40,32222,20,13473640,"N"
2,32,9620,30,1959918,"N"
2,57,33692,40,2228510,"N"
1,27,12500,20,14045003,"N"
2,37,17443,20,10325353,"N"
1,44,9991,30,3156821,"N"
1,34,1578,11,16182550,"N"
2,61,15984,99,12950400,"N"
1,36,10277,30,2505225,"N"
1,55,7361,20,5022847,"N"
2,40,12500,20,12582596,"N"
2,34,21111,20,6313115,"N"
2,34,7353,99,7420529,"Y"
2,55,14027,30,12569566,"Y"
1,56,5312,11,2104578,"N"
2,32,13966,13,8548800,"N"
1,31,27841,11,7498296,"N"
1,31,0,20,24018190,"N"
2,39,28055,30,12064423,"N"
1,35,3353,12,40420171,"N"
2,55,3611,30,6320156,"N"
1,36,2048,12,8873892,"N"
2,31,24800,12,10639246,"N"
2,37,15000,30,2618200,"N"
1,34,14305,20,5819544,"N"
1,35,8602,99,20905900,"N"
2,55,24444,20,39280519,"N"
2,38,9977,40,7738804,"N"
2,56,29166,20,7046213,"N"
2,41,8055,20,18084552,"N"
2,39,22500,20,2240300,"Y"
2,55,27916,20,15736047,"N"
2,19,15322,70,70798600,"N"
2,32,5295,30,3818414,"N"
2,37,11022,13,33937053,"N"
2,36,15833,20,6540000,"N"
1,55,4751,12,16723862,"N"
2,51,7692,12,4288300,"Y"
2,73,10341,40,9132642,"N"
1,32,9369,99,7188610,"N"
2,45,18750,20,2172276,"Y"
2,30,6111,30,13195928,"N"
2,33,5833,30,2734005,"N"
1,64,4404,99,9723790,"N"
1,52,31111,20,12059549,"N"
2,31,6250,20,2432452,"Y"
2,36,22143,20,7279870,"N"
2,58,0,60,20153024,"N"
2,29,21805,20,10000000,"N"
1,40,6865,12,14161904,"N"
2,47,6388,20,3365029,"N"
2,40,51473,20,10638271,"Y"
2,51,6944,20,30669360,"N"
2,35,10277,20,32486367,"N"
1,35,8472,30,7286697,"N"
1,43,4836,12,6403994,"N"
1,37,24444,20,32160061,"N"
2,46,12291,40,25036669,"N"
2,57,8817,12,46925885,"Y"
1,33,19222,40,16595176,"N"
2,38,38055,20,7571638,"N"
2,50,12710,99,6682077,"N"
2,42,7083,20,44756881,"N"
2,57,3896,12,1133600,"Y"
1,49,12777,20,16972877,"N"
1,27,28318,13,10058404,"N"
2,39,14444,20,5465933,"N"
1,38,27361,20,11744370,"N"
2,35,22361,20,3137400,"N"
2,33,15000,20,20738824,"N"
2,36,8175,99,12729491,"N"
1,59,9125,13,47697229,"N"
2,35,18519,20,2075000,"N"
2,62,4320,40,2146064,"N"
1,40,21666,20,7613351,"N"
2,29,17777,20,19020693,"N"
2,42,7083,30,1386803,"Y"
2,31,12361,30,2767370,"Y"
1,41,7777,20,7650238,"N"
1,41,12500,20,12779152,"N"
2,29,14166,20,7689624,"N"
2,53,6522,99,20370435,"N"
1,45,6186,11,63907957,"N"
2,39,25852,20,22746131,"N"
1,22,12222,20,5183681,"N"
2,48,4096,12,16594792,"N"
1,38,12263,99,10308015,"N"
2,29,8804,99,12000000,"N"
1,36,9372,12,8803655,"N"
2,30,4977,40,3701540,"N"
1,47,10317,99,6075223,"N"
1,31,2297,13,7147302,"N"
1,26,30433,12,1261491,"N"
2,41,7083,20,12339154,"N"
2,35,15480,99,6884581,"N"
1,29,10972,30,5842706,"N"
2,57,3982,13,5317645,"N"
2,62,16805,20,5540420,"N"
1,29,22222,20,7475325,"N"
1,30,7715,12,7175585,"N"
1,43,18888,20,9731643,"N"
2,43,15522,40,10972573,"N"
2,31,14861,20,5681904,"N"
1,7,7593,12,1468006,"N"
1,41,17777,20,1201104,"N"
2,38,14444,20,4469357,"N"
1,46,9229,30,5354036,"N"
1,32,23888,20,5972190,"N"
2,61,6099,99,6888658,"N"
2,31,10555,30,49294963,"N"
1,29,15945,30,1747521,"N"
1,27,12500,20,964882,"N"
2,51,25994,12,9734579,"N"
1,30,5702,40,11942414,"N"
1,58,24502,11,3340177,"N"
2,54,49722,20,5177781,"N"
1,47,3163,12,2049312,"N"
1,37,24444,20,14622573,"N"
2,19,22222,20,8237718,"N"
2,45,16805,20,25338318,"N"
1,35,22083,20,1957564,"N"
2,32,14685,99,5698569,"N"
2,52,8928,40,2991515,"N"
2,59,1927,12,2884656,"N"
2,55,7531,12,12837753,"N"
1,54,7083,20,2507843,"N"
1,24,20277,20,4813492,"N"
2,48,14206,12,14665894,"N"
2,34,6250,20,7502156,"N"
1,43,5388,12,7410412,"N"
2,33,0,12,2243428,"N"
2,29,7698,13,21086703,"N"
2,49,3194,30,22076444,"N"
2,46,15833,20,2702070,"N"
2,52,21805,20,1665471,"N"
1,49,13992,13,2404496,"N"
1,44,5221,12,44254015,"N"
1,61,11268,12,3813027,"N"
2,33,11420,12,2371331,"N"
1,29,5460,12,5471705,"N"
2,48,21111,20,14071760,"N"
2,46,30555,20,17964042,"Y"
2,32,58874,20,727581,"N"
1,30,12638,30,4209887,"N"
2,26,61111,20,108169716,"N"
2,60,0,60,3548272,"N"
2,34,10809,40,3420228,"N"
1,46,28891,11,14045579,"N"
1,24,705,11,9755560,"N"
2,43,6284,11,1263298,"N"
1,51,10833,20,3432572,"N"
1,42,1303,11,16216062,"N"
2,47,12562,40,5452361,"N"
2,25,9124,12,46851712,"N"
2,46,7680,20,1791693,"N"
1,48,10392,11,2296044,"N"
2,31,7930,11,4592778,"N"
1,57,2289,13,14890003,"N"
2,31,11388,20,2525085,"N"
2,68,21267,12,1166772,"N"
1,38,22916,20,6915383,"N"
1,36,13829,12,2990195,"N"
1,35,5416,30,1303440,"N"
2,41,13055,20,1961970,"N"
2,55,22222,20,443654409,"N"
2,73,5659,12,22365341,"N"
2,54,3477,12,22242056,"Y"
1,60,18012,40,14899568,"N"
2,72,6390,11,189087031,"N"
2,62,21388,20,59351633,"N"
2,47,20833,20,1254072,"N"
2,70,17361,30,378129634,"N"
1,56,15000,20,42371954,"N"
1,67,30345,20,18055851,"N"
1,57,12222,30,27872320,"N"
1,63,9722,20,75239698,"Y"
1,61,17777,20,10020195,"N"
1,70,25000,20,6948000,"N"
1,55,40000,20,106785478,"N"
2,57,15000,20,128841035,"N"
2,71,15555,20,68576961,"N"
2,68,54027,20,34584525,"N"
1,57,10805,40,46262031,"N"
2,59,7378,12,153843834,"N"
2,49,13750,20,87700694,"N"
2,62,3390,12,17100100,"Y"
2,52,3429,30,36363146,"N"
2,56,2998,12,18053102,"N"
1,56,18055,20,42297780,"N"
1,53,19969,11,51358602,"N"
1,52,1944,20,18744589,"Y"
2,61,24319,11,31350767,"N"
2,59,10751,30,52300773,"N"
2,56,5079,12,105384102,"N"
2,66,40000,20,145907580,"N"
1,63,3990,12,81540438,"N"
2,45,7777,30,182667609,"Y"
2,51,8477,99,10189645,"Y"
2,74,6805,20,61396560,"N"
2,65,9305,20,77039817,"N"
1,51,8019,11,3336000,"Y"
2,47,7638,40,16643493,"N"
1,54,12916,20,70941418,"N"
2,50,12083,20,6817304,"N"
2,53,16250,20,9137109,"N"
2,63,9891,99,43114149,"N"
2,67,8289,12,267889271,"N"
2,61,16253,30,61083974,"N"
2,51,15982,40,241319222,"N"
2,59,22361,20,82541978,"N"
2,50,2925,12,35615941,"N"
2,41,10874,11,3502395,"N"
2,50,15000,20,13379955,"Y"
2,46,2255,12,12999967,"N"
2,56,5623,11,28631679,"N"
2,59,26282,12,24740280,"Y"
1,61,6616,40,27369864,"N"
2,53,23809,11,18151207,"N"
2,45,16944,20,44571336,"N"
2,51,1152,12,88062296,"N"
2,61,48888,20,53372024,"N"
2,51,5315,13,26264873,"N"
2,61,10277,20,6783390,"N"
2,57,15005,30,36800983,"Y"
2,48,16111,20,41011397,"N"
2,62,11805,20,26614549,"N"
2,53,4966,13,104999691,"N"
2,43,5825,11,10901935,"N"
2,61,11586,30,61982625,"N"
2,52,9444,20,56878251,"N"
